submitted_on,community_type,latitude,longitude,traditional_authority,district,familiar_sanitation_types,latrines_in_community,sanitation_system_home,photo_sanitation_facility,sanitation_location_to_home,purchase_installation_process,latrine_installed,system_duration_magnitude,system_duration_unit,latrine_builder,facility_in_use,is_pit_lined,pit_lining_material,other_waste_disposed,other_waste_specified,biogas_generation,toilet_build_cost,cost_affordability,reasonable_cost_magnitude,reasonable_cost_unit,install_duration_magnitude,install_duration_unit,latrine_usage_process,safe_for_vulnerable,adapted_for_disabled,men_use_for_urination,liked_features,liked_features_other,sit_or_squat,currently_do,used_at_night,has_light,bring_own_light,bring_own_light_comments,odor_control,has_vent_pipe,prefer_less_odor,satisfaction_with_latrine,issues_with_animals,animal_issues_other,ideal_latrine_description,latrine_within_30m_water,latrine_distance_to_water,water_source,flush_with_water,latrine_description,soil_description,soil_description_other,latrine_user_count,latrine_built_year,expected_lifespan_magnitude,expected_lifespan_unit,privacy_enclosure_other_uses,above_ground_maintenance,above_ground_maintenance_other,above_ground_cleaning,uses_cleaning_chemicals,maintenance_frequency,maintenance_by,maintenance_by_other,maintenance_cost,cleaning_major_issue,pit_latrine_condition,is_filled_up,is_replacement,previous_filled_count,fill_up_speed,is_abandoned,reason_for_abandonment,is_emptied,why_not_emptied,why_not_emptied_other,emptying_frequency,emptying_method
10/15/2020,Rural,-13.6644951,33.8487748,TA Msakambewa,Dowa,"Flush/Pour flush toilet, Pit Latrine without slab/Open pit",No,NA,https://api.mwater.co/v3/images/006f26b419af42719383e6b0d0315d01,Less than 10 meters,"Dug a pit which was closed using bricks, smeared the floor. Then built the walls using burnt bricks. Bought thatch and paper to use for roofing",NA,NA,NA,NA,Yes,No,NA,Ashes,NA,No,NA,Somewhat easy,5000,MK,1,Weeks,Take newspaper from the house to use for cleansing. Put water in a basin to be used for handwashing after coming from the toilet.  Then pour water from the basin to wash hands,Very safe,No,Yes,Other,Offers privacy,Squat,Squatting,Yes,No,Yes,Torch,Yes,No,Yes,3 (satisfied),No,NA,Should have cement and a san plat. Have a roof with iron sheets. The walls should have burnt bricks,No,NA,Borehole or tubewell,No,"Has smeared floor, built walls using burnt bricks. Has  thatched roof",Dry,NA,6 to 10 people,1/1/2017,2,Years,No,Roof maintenance,NA,"Smearing, Sweeping",None,Daily,Owner of the house,NA,"MK 1,000 - 5,000",No,Structurally stable,No,Yes,2,More than 3 years,Not Applicable,NA,No,Lack of money to pay service provider,NA,NA,NA
10/15/2020,Rural,-13.6648537,33.8492765,TA Msakambewa,Dowa,"Flush/Pour flush toilet, Pit Latrine with Slab, Pit Latrine without slab/Open pit",Dont know,NA,https://api.mwater.co/v3/images/5c65c56d3c754c4382fc31b4fda95744,Between 10 meters to 15 meters,"We bought iron sheets and bricks, then we hired a builder to construct it for us",NA,NA,NA,NA,Yes,No,NA,"Ashes, Other",Hot water to reduce the volume of the feacl matter,Not Applicable,NA,Somewhat difficult,8000,MK,1,Weeks,"When i want to use the latrine, i usually try to get wiping materials like old exercise books or leaves then after using, i wash hands with soap",Very safe,No,No,None,NA,Squat,Squatting,Yes,No,Yes,We have a torch or phone light at times,No,No,Yes,3 (satisfied),No,NA,"If God allows, would like a water based latrine that will no have odour at all",No,NA,Borehole or tubewell,No,"The latrine we have is 1.5 metres deep, the ground here is rocky and we did not line the pit, we covered the with stones the brick walls were built, an iron sheet roof was installed",Other,Dry nd rocky,1 to 5 people,7/20/2018,5,Years,No,Floor maintenance,NA,Smearing,None,Monthly,Owner of the house,NA,No cost,Yes,Structurally stable,No,Yes,3,2-3 years,Not Applicable,NA,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/15/2020,Rural,-13.7633613,34.3450195,TA Karonga,Salima,"Flush/Pour flush toilet, Pit Latrine with Slab, Pit Latrine without slab/Open pit",No,NA,https://api.mwater.co/v3/images/9ca4f34912bd4ab192c06f9da4ca83dd,Less than 10 meters,"Dug a pit for two days, then molded bricks. Put logs on the pit. After molding bricks the walls were built and they put a thatched roof.",NA,NA,NA,NA,Yes,No,NA,Other,Nothing,No,NA,Somewhat easy,5000,MK,1,Months,Take papers from old notebooks from thr house and leave them in the latrine. These papers are used for cleansing. Then they wash hands with soap. If there is someone close by they tell that person to pour the water for them as they wash hands,Very safe,No,Yes,None,NA,Squat,Squatting,Yes,No,Yes,Torch,No,No,Yes,3 (satisfied),No,NA,"The pit should be lined if its a latrine

Or should be a flushing toilet",No,NA,Borehole or tubewell,No,It is a pit latrine without a slab and not lined,Sandy,NA,6 to 10 people,5/1/2019,2,Years,No,Roof maintenance,NA,Smearing,None,Weekly,Owner of the house,NA,"Less than MK 1,000",No,Structurally stable,No,No,NA,NA,Not Applicable,NA,No,Other,Not yet full,NA,NA
10/15/2020,Rural,-13.6555453,33.9446071,TA Chiwere,Dowa,"Flush/Pour flush toilet, Pit Latrine without slab/Open pit",No,NA,https://api.mwater.co/v3/images/7f27cecc875f415e827f835fd41b75ba,Less than 10 meters,My husband did the digging and molded the blocks then he built it,NA,NA,NA,NA,Yes,No,NA,Other,Nothing,Not Applicable,NA,Easy,20000,MK,2,Weeks,"I f8rst get a paper to wipe the bottom, then go into the latrine to help myself. After that i wash hand with soap though the handwashing facility got destroyed by children",Reasonably safe,No,No,None,NA,Squat,Squatting,Yes,No,Yes,Bring own torch light at night,No,No,Yes,3 (satisfied),No,NA,"Would like a deep latrine tha is lined fro the bottom up, with cemented floor and well thatched. Should have a hand washing facility",No,NA,Borehole or tubewell,No,"I have a basic latrine which is really deep but not lined, the wall got collapsed and has no roof",Dry,NA,1 to 5 people,6/6/2019,3,Years,No,Other,None,None,None,None,Other,No one,No cost,Yes,Partially collapsed but in use,No,No,NA,NA,Not Applicable,NA,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/15/2020,Peri Urban,-13.6549065,33.941233,Dowa Boma,Dowa,"Flush/Pour flush toilet, Pit Latrine with Slab, Pit Latrine without slab/Open pit",Yes,none,https://api.mwater.co/v3/images/3eedb8c0cffe4020ba90a939b64091f3,Between 10 meters to 15 meters,"We bought nothing, we molded the brick on our own and we cut trees from our compound",No,1,Years,NA,Yes,No,NA,Other,Papers,Not Applicable,NA,Somewhat difficult,5000,MK,2,Weeks,"I get 0apers from the house then go to help myself in the latrine, after that i wash my hands with soap",Very safe,No,Yes,Other,Cleanliness,Squat,Squatting,Yes,No,Yes,We use our phones torch light,Yes,No,Yes,1 (not satisfied),Yes,NA,"I would like a deeply dug latrine, lined and covered with a concrete slab for easy cleqning like mopping and should have a proper door and thatched with iron sheets",No,NA,Borehole or tubewell,No,"Our larines is 3 metres deep, not lined, the pit was covered with logs of trees the bricks were used to build walls and has a grass thatched roof",Dry,NA,6 to 10 people,3/10/2015,7,Years,No,"Wall maintenance, Roof maintenance, Door maintenance, Floor maintenance",NA,Smearing,None,Monthly,Owner of the house,NA,"Less than MK 1,000",Yes,Structurally stable,No,Yes,2,1-2 years,Abandoned,It has filled up,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/15/2020,Rural,-13.7640757,34.3455497,TA Karonga,Salima,"Pit Latrine without slab/Open pit, Pit Latrine with Slab, Flush/Pour flush toilet",No,NA,https://api.mwater.co/v3/images/e819af643a6c48aa8e7d30ca3b3dc283,Between 10 meters to 15 meters,We bought bl9cks qnd tree logs and we pid a builder k7500. It is not a lined pit latrine,NA,NA,NA,NA,Yes,No,NA,Ashes,NA,Not Applicable,NA,Somewhat easy,20000,MK,1,Weeks,I take papers or old exercise books for wiping tyen after visiting the latrine i wash hand with soap or ash,Very safe,No,Yes,Other,Drop hole cover that prevent flies from coming out,Squat,Squatting,Yes,No,Yes,We use torch from the house,Yes,No,Yes,1 (not satisfied),No,NA,Would like a water based latrine that can promote hygiene and control odour once nd for all,No,NA,Borehole or tubewell,No,"Our current latrine is about 3 metres deep, covered with tree logs and m7d bl9cks were used to build walls the a grass thatched roof was made",Dry,NA,6 to 10 people,4/13/2015,10,Years,No,"Roof maintenance, Floor maintenance",NA,Smearing,None,Monthly,Owner of the house,NA,"MK 1,000 - 5,000",No,Structurally stable,No,Yes,1,More than 3 years,Abandoned,It has filled up,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/15/2020,Rural,-13.7659031,34.3444257,TA Karonga,Salima,"Pit Latrine without slab/Open pit, Flush/Pour flush toilet",No,NA,https://api.mwater.co/v3/images/aa763b27b40c4b7d8bbc27ff172d0982,Less than 10 meters,I spent money on tree logs and water for molding blocks and i built it on my own,NA,NA,NA,NA,Yes,No,NA,Ashes,NA,Not Applicable,NA,Somewhat easy,10000,MK,2,Months,"I go to the latrine nd help myself, i use anything that is convinient to me for wiping like papers, leaves then i wash hand with soap at all times",Very safe,No,Yes,None,NA,Seat,Squatting,Yes,No,Yes,We always use our house torch light,Yes,No,Yes,1 (not satisfied),Yes,NA,"Would want a cement lined latrine but due to lack of money i cannt afford, such ltrines lsts long and produces no odour",Yes,20,Borehole or tubewell,No,"My latrine is a traditional one, dug about 2 metres deep, i used tree logs to cover the pi then used mud blocks to build walls and it has grass thatched",Dry,NA,6 to 10 people,8/15/2019,3,Years,No,"Wall maintenance, Roof maintenance, Door maintenance, Floor maintenance",NA,Smearing,None,Monthly,Owner of the house,NA,"MK 5,000 - 10,000",Yes,Structurally stable,No,Yes,3,1-2 years,Not Applicable,NA,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/15/2020,Rural,-13.7632445,34.3447631,TA Karonga,Salima,"Pit Latrine without slab/Open pit, Flush/Pour flush toilet",No,NA,https://api.mwater.co/v3/images/0a17fe6818544d2cb28c40615f0a639e,Less than 10 meters,"Dug a pit that was 1m. Then used mud bricks to build the walls. The walls were smeared with mud, the floors too. Then used thatch for roofing",NA,NA,NA,NA,Yes,No,NA,"Ashes, Other",Soap water after washing,No,NA,Somewhat difficult,30000,MK,1,Weeks,Pluck leaves and put them in the toilet. Those leaves are used for cleansing. Before going the toilet they place a bucket of water nearby so that they can use it to wash hands,Very safe,No,Yes,Other,It is clean,Squat,Squatting,Yes,No,Yes,Torch,No,No,Yes,3 (satisfied),Yes,NA,Should be a pit latrine with a san plat. The walls should be built with burnt bricks. The roof should have iron sheets,No,NA,Borehole or tubewell,No,It is a pit latrine without a slab. Was built using mud bricks,Sandy,NA,1 to 5 people,1/1/2002,1,Years,No,Roof maintenance,NA,Smearing,Chlorine,Monthly,Owner of the house,NA,No cost,No,Structurally stable,No,Yes,1,More than 3 years,Not Applicable,NA,No,Other,Never been full before,NA,NA
10/15/2020,Rural,-13.7660277,34.3450617,TA Karonga,Salima,"Flush/Pour flush toilet, Pit Latrine with Slab, Pit Latrine without slab/Open pit",No,NA,https://api.mwater.co/v3/images/7e7add4a6e5a46e1835d785a95429d9e,Less than 10 meters,"We bought quarry stones, sand and cement for concrete, then it was lined from the bottom, after that, a slab was constructed over the pit. We also bought iron sheets",NA,NA,NA,NA,Yes,Yes,Bricks,Other,Only water from bathroom or for flushing,Not Applicable,NA,Easy,10000,MK,3,Weeks,I walsya have tissue papers in the latrine so i just go and relief myself then wash hands with water mostly,Very safe,Yes,Yes,"Toilet Seat, Iron Sheets Roof, Concrete Slab",NA,Squat,Squatting,No,NA,NA,NA,No,Yes,Yes,5 (always satisfied),No,NA,I already have  a clean and satisifying type of latrine,Yes,20,Borehole or tubewell,Yes,"The latrine was dug 3 dqys then lined 2 day then after the lines have dried, a slab was built over the pit then walls followed",Dry,NA,6 to 10 people,6/6/2012,20,Years,No,Roof maintenance,NA,Mopping,Chlorine,Weekly,Owner of the house,NA,"MK 1,000 - 5,000",No,Structurally stable,No,No,NA,NA,Not Applicable,NA,No,Not Applicable,NA,NA,NA
10/15/2020,Rural,-13.7628877,34.3440399,TA Karonga,Salima,Pit Latrine without slab/Open pit,No,NA,https://api.mwater.co/v3/images/26e3cfc3071549528aacbd28e9522afe,Less than 10 meters,Dug a pit. Then put logs. Smeared the floors. Built the walls with mud bricks then used thatch as roofing material.,NA,NA,NA,NA,Yes,No,NA,Ashes,NA,No,NA,Difficult,6000,MK,2,Years,Use carton papers. Have cartons in the house for cleansing. Put water in a basin before going to the toilet so that the water can be used for washing hands after getting out from the toilet,Very safe,Yes,Yes,Other,They built a toilet seat which the woman seats on when she wants to use the toilet,Seat,Sitting,Yes,No,Yes,Torch,No,No,Yes,3 (satisfied),No,NA,Should have a slab. Should have a vent. Be built with burnt bricks.  Have iron sheet roof,Yes,100,Borehole or tubewell,No,Has a toilet seat. Built with mud bricks. Has thatched roof,Sandy,NA,1 to 5 people,8/1/2019,3,Years,No,Roof maintenance,NA,Smearing,None,Monthly,Owner of the house,NA,No cost,No,Structurally stable,No,Yes,10,More than 3 years,Not Applicable,NA,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/16/2020,Rural,-13.7634771,34.3457478,TA Karonga,Salima,Pit Latrine without slab/Open pit,No,NA,https://api.mwater.co/v3/images/aa62ff50772f49529a935406c881b8e0,Less than 10 meters,"Dig a hole with a hoe, and go collect local trees and put as a slab then build a structure with bricks. There is a bathroom close to the toilet and when someone is bathing, water flows to the toilet. There is a pipe that runs from the bathroom to the toilet",NA,NA,NA,NA,Yes,Yes,Wooden logs,"Ashes, Oil and other liquids",NA,No,NA,Easy,10000,MK,1,Weeks,"I can afford toilet tissues, so i grab a tissue and go in, after i wash my hands using a handwashing facility that is outside the toilet",Unsafe,No,Yes,"Handwashing Point, Toilet Seat, Concrete Slab, Iron Sheets Roof",NA,Seat,Squatting,Yes,Yes,NA,NA,No,No,Yes,4 (usually satisfied),No,NA,"5 meter deep toilet, with slab, iron sheet roof, and a proper structure",No,NA,Borehole or tubewell,No,Pit latrine without slab,Dry,NA,1 to 5 people,1/1/2017,3,Years,No,"Wall maintenance, Roof maintenance, Door maintenance, Floor maintenance",NA,"Sweeping, Smearing, Mopping",Soap and water,Weekly,Owner of the house,NA,"MK 1,000 - 5,000",No,Structurally stable,No,No,NA,NA,Not Applicable,NA,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/16/2020,Rural,-13.6650652,33.8496864,TA Msakambewa,Dowa,Pit Latrine without slab/Open pit,No,NA,https://api.mwater.co/v3/images/f1439cebbb27495bb0c576ff86ff86da,Less than 10 meters,"We dug up a hole and closed with logs, then we put up a structhre usimg mud. Also we put up the thatched roof and started using",NA,NA,NA,NA,Yes,No,NA,Oil and other liquids,NA,No,NA,Easy,15000,MK,1,Weeks,"We use leaves from a tree, and so i take the leaves and go to the toilet then after i wash hands",Reasonably safe,No,Yes,"Concrete Slab, Handwashing Point, Toilet Seat, Iron Sheets Roof",NA,Seat,Squatting,Yes,No,Yes,NA,No,No,Yes,1 (not satisfied),Yes,NA,"Pit latrine with a slab,iron sheet roof, built with bricks",Yes,15,Borehole or tubewell,No,"Pit latrine with no slab, thatched roof, and no handwashing point",Dry,NA,6 to 10 people,1/1/2008,3,Years,No,"Roof maintenance, Door maintenance",NA,"Sweeping, Mopping, Smearing",Water only,Monthly,Owner of the house,NA,"MK 1,000 - 5,000",No,Structurally stable,No,No,NA,NA,Not Applicable,NA,No,Lack of money to pay service provider,NA,NA,NA
10/16/2020,Peri Urban,-13.793393,34.4727736,Salima Town,Salima,"Flush/Pour flush toilet, Pit Latrine with Slab, Pit Latrine without slab/Open pit",No,NA,https://api.mwater.co/v3/images/8ddef6a44f5f46919667a6c163468919,Less than 10 meters,Dug a pit about 2 meters. Put tree logs on the pit. Smeared the floors then built the walls with molded mud bricks. Children molded the bricks,NA,NA,NA,NA,Yes,No,NA,Ashes,NA,No,NA,Somewhat easy,20000,MK,2,Weeks,"Find used cartons, just outside then pick then and leave them in the toilet as cleansing materials. After they go in the house to get water which is used to wash hands",Unsafe,No,Yes,None,NA,Squat,Squatting,Yes,No,Yes,Torch,Yes,No,Yes,1 (not satisfied),Yes,NA,Would want a latrine which is lined. And also have iron sheets on the roof,Yes,5,Borehole or tubewell,No,"It is a pit latrine without a slab, the floors are smeared with mud. The walls were built with mud bricks and it has no roof",Sandy,NA,11 to 20 people,5/1/2020,2,Months,No,Other,Nothing,"Sweeping, Smearing",None,Weekly,Owner of the house,NA,No cost,Yes,Structurally stable,No,Yes,4,6 months - 1 year,Not Applicable,NA,No,Lack of money to pay service provider,NA,NA,NA
10/16/2020,Peri Urban,-13.7924608,34.4737103,Salima Town,Salima,"Flush/Pour flush toilet, Composting Toilet, Pit Latrine with Slab, Pit Latrine without slab/Open pit",No,NA,https://api.mwater.co/v3/images/2094584b478049eea7dea41eb652a290,Less than 10 meters,Dug a 4 m pit. The pit was lined. Used 5 bags of cement. Made a slab using metal bars. Then build the walls using burnt bricks and put iron sheets,NA,NA,NA,NA,Yes,Yes,Cement Concrete,Ashes,NA,No,NA,Somewhat difficult,150000,MK,2,Weeks,Use news papers and flip charts which are put in the toilet for people to use when they get to the toilet. There is a pail which has a tap and soap outside the toilet which is used,Very safe,No,Yes,Other,Connected to the bathroom so water from the bathroom goes into the toilet hence the toilet does not produce a lot of bad smell,Seat,Sitting,Yes,No,Yes,Torch,No,No,Yes,1 (not satisfied),Other,Lizards and ants,"The pit should be very deep  and close to a bathroom if its a pit latrine
Or a flash toilet",Yes,5,Piped into yard/plot,No,Pit latrine with a slab,Sandy,NA,6 to 10 people,10/1/2008,2,Months,No,Floor maintenance,NA,Mopping,"Chlorine, Soap and water",Daily,Owner of the house,NA,"MK 5,000 - 10,000",No,Structurally stable,Yes,No,NA,NA,Not Applicable,NA,No,Other,Dont know where to find people to empty the toilet,NA,NA
10/16/2020,Peri Urban,-13.7930329,34.4725791,Salima Town,Salima,"Flush/Pour flush toilet, Ventilated Improved pit (VIP) Latrine, Pit Latrine with Slab, Composting Toilet, Pit Latrine without slab/Open pit",No,NA,https://api.mwater.co/v3/images/9650f76727ec44cea143d8ff4f275a91,Between 10 meters to 15 meters,"Bought quarry sand bricks for the floor
Raised a wall with burnt bricks
Uses thatched roof 
It was connected to a bathroom by a pipe so water from the bathroom goes to the latrine",NA,NA,NA,NA,Yes,Yes,Cement Concrete,"Ashes, Other",Chemicals for leveling the sludge,No,NA,Difficult,40000,MK,3,Weeks,"Use papers for wiping 
We use hanged  bottles to wash hands",Reasonably safe,No,Yes,"Other, Handwashing Point",Chemicals for mopping and soap,Seat,Sitting,Yes,No,Yes,A candle,No,No,Yes,4 (usually satisfied),Yes,NA,"Should have a seat 
Iron roof
Slab",No,NA,Piped into dwelling,No,"Bought quarry sand bricks for the floor
Raised a wall with burnt bricks
Uses thatched roof but was blown off
It was connected to a bathroom by a pipe so water from the bathroom goes to the latrine",Dry,NA,6 to 10 people,1/1/2016,3,Years,No,Other,No maintenance,Mopping,Water only,Weekly,Owner of the house,NA,No cost,No,Structurally stable,No,Yes,3,More than 3 years,Abandoned,Replaced by new sanitation facility,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/16/2020,Peri Urban,-13.7913252,34.4735768,Salima Town,Salima,"Flush/Pour flush toilet, Pit Latrine with Slab",No,NA,https://api.mwater.co/v3/images/a90d305c5ec542fb95bec5462f408179,Less than 10 meters,Dug a pit. Then the pit was lined using cement and bricks. They made a san plat. Then used burnt bricks to build the walls. After they put iron sheets on the roof.,NA,NA,NA,NA,Yes,Yes,Bricks,Ashes,NA,No,NA,Easy,20000,MK,2,Weeks,Wear slippers go to the toilet. Use tissue as cleansing materials. There is always tissue in the toilet. There is a tap outside which they use to wash hands,Very safe,No,Yes,Concrete Slab,NA,Squat,Squatting,Yes,No,Yes,Torch,No,NA,no,3 (satisfied),No,NA,Should be a composting toilet because the manure can be used in the farm and should have a vent.,Yes,3,Piped into yard/plot,No,Pit latrine with a slab. It is lined and has an iron sheet roof,Sandy,NA,1 to 5 people,6/2/2020,2,Years,No,Other,Nothing,Mopping,Soap and water,Daily,Owner of the house,NA,No cost,No,Structurally stable,No,Yes,1,More than 3 years,Abandoned,It has filled up,No,Lack of money to pay service provider,NA,NA,NA
10/16/2020,Peri Urban,-13.7931598,34.4724644,Salima Town,Salima,"Pit Latrine with Slab, Pit Latrine without slab/Open pit",No,NA,https://api.mwater.co/v3/images/b7b37f023f3345478c1e70e8d18cd074,Between 10 meters to 15 meters,"Bought Bamboos cement burnt bricks quarry sand
Dug a hole plastered floor with bricks and cement
Raised a burnt brick wall
No roof 

",NA,NA,NA,NA,Yes,Yes,Cement Concrete,Oil and other liquids,NA,No,NA,Difficult,200000,MK,2,Weeks,"We use papers for wiping 
Uses a bucket outside the latrine for washing hands",Very safe,No,Yes,"Other, Iron Sheets Roof",Should be plastered,Seat,Squatting,Yes,No,No,Flashlight or lit grass,Yes,No,Yes,2 (rarely satisfied),Yes,NA,A flush toilet,No,NA,Piped into dwelling,No,"Bought Bamboos cement burnt bricks quarry sand
Dug a hole plastered floor with bricks and cement
Raised a burnt brick wall
No roof 

",Dry,NA,6 to 10 people,1/1/2019,3,Years,No,Other,No maintenance,Mopping,Water only,Weekly,Owner of the house,NA,No cost,No,Structurally stable,No,Yes,4,2-3 years,Abandoned,Replaced by new sanitation facility,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/16/2020,Peri Urban,-13.7939466,34.4724583,TA Maganga,Salima,Pit Latrine without slab/Open pit,No,NA,https://api.mwater.co/v3/images/4b35027a0a3e4759a4d76e5dc2662f6d,Less than 10 meters,"I dug a hole and put trees, cover everything with mud, then build a structure with bricks and thatched roof",NA,NA,NA,NA,Yes,No,NA,Ashes,NA,No,NA,Difficult,30000,MK,2,Weeks,I get the maize cobs or leaves and go to the toilet after i wash my hands with water and soap,Reasonably safe,No,Yes,"Iron Sheets Roof, Concrete Slab, Toilet Seat, Handwashing Point",NA,Seat,Squatting,Yes,No,Yes,NA,No,No,Yes,1 (not satisfied),Yes,NA,"Pit latrine with concreet and slab, with iron sheet roof and also a good structure with a strong door",Yes,15,Borehole or tubewell,No,"Pit latrine with a slab, no proper roof.",Dry,NA,6 to 10 people,1/1/2018,3,Years,No,"Wall maintenance, Roof maintenance, Door maintenance",NA,"Smearing, Sweeping",Soap and water,Daily,Owner of the house,NA,"MK 1,000 - 5,000",No,Structurally stable,No,No,NA,NA,Not Applicable,NA,No,Lack of money to pay service provider,NA,NA,NA
10/16/2020,Peri Urban,-13.7781268,34.4362888,Salima Town,Salima,"Flush/Pour flush toilet, Pit Latrine without slab/Open pit, Pit Latrine with Slab",Yes,Individual,https://api.mwater.co/v3/images/50148e96ef6148cfb27ab39ccd680e0b,Less than 10 meters,"We hired a piece worker to dig the pit to a depth of 1.8 metres then we bought tree logs to cover the pit, a builder helped with construction",No,5,Years,NA,Yes,No,NA,Ashes,NA,Not Applicable,NA,Somewhat easy,15000,MK,1,Weeks,"We enter the latrine while wearing shoes, at times i find the tissue there or i take it from the house, then after using the latrine, i wash hands with soap",Reasonably safe,No,Yes,Other,It has cemented floor that ease cleaning,Seat,Squatting,Yes,No,Yes,We use torch,No,No,Yes,1 (not satisfied),Yes,NA,Would like to have a flushing latrine with a seat,Yes,15,Piped into yard/plot,No,"Its a pit latrine that is 1.8 metres deep and not lined, with brick walls and plastic paper roofed",Sandy,NA,1 to 5 people,7/10/2020,2,Years,No,Other,Nothing,Sweeping,Soap and water,Daily,Owner of the house,NA,"Less than MK 1,000",No,Structurally stable,No,Yes,1,1-2 years,Abandoned,It has filled up,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/16/2020,Peri Urban,-13.7778214,34.4363305,Salima Town,Salima,"Flush/Pour flush toilet, Pit Latrine with Slab, Pit Latrine without slab/Open pit",Yes,Individual,https://api.mwater.co/v3/images/0bf6cee3f9c6407e8c99ee3797c531c4,Between 10 meters to 15 meters,"We hired community builder to help us constrat it, we bought cement, sand and bricks and quarry stones",No,5,Years,NA,Yes,Yes,Bricks,Ashes,NA,Not Applicable,NA,Somewhat difficult,50000,MK,2,Weeks,I go to the latrine help myself then i use tissue paper that is already there to cleqn up myself then i wash hand with sop,Reasonably safe,No,Yes,None,NA,Squat,Squatting,Yes,No,Yes,We use torch,No,No,Yes,1 (not satisfied),No,NA,"Would want a latrine with iron sheet roof, water closet and cemented floor for easy cleaning",Yes,10,Piped into yard/plot,No,Its a lined latrine with slab and brick walls and thatched with grass,Dry,NA,6 to 10 people,12/11/2019,7,Years,No,Other,Nothing,Other,Water only,Daily,Owner of the house,NA,"Less than MK 1,000",No,Structurally stable,No,No,NA,NA,Not Applicable,NA,Not Applicable,NA,NA,NA,NA
10/16/2020,Peri Urban,-13.7782441,34.436185,Salima Town,Salima,"Pit Latrine without slab/Open pit, Pit Latrine with Slab",Yes,Individual,https://api.mwater.co/v3/images/731d39e36c7c472580d14eb58f343003,Less than 10 meters,We hired a builder to build it and we only bought tree logs for covering the pit,No,5,Years,NA,Yes,No,NA,Ashes,NA,Not Applicable,NA,Somewhat difficult,100000,MK,1,Months,"Before going to the latrine, i get a paper or tissue to use for woping thereafter i wash hands with soap or ash",Very safe,No,Yes,None,NA,Squat,Squatting,Yes,No,No,It has no roof so its clear even at night,No,No,Yes,3 (satisfied),Yes,NA,Would want a long lasting latrine that is lined with bricks and cement,No,NA,Borehole or tubewell,No,"Our latrine is a simple one, it is not lined, covered with logs of tree nd enclosed with brick walls, no roof",Sandy,NA,6 to 10 people,6/10/2020,2,Years,No,Floor maintenance,NA,"Smearing, Sweeping",None,Monthly,Owner of the house,NA,"Less than MK 1,000",No,Structurally stable,No,Yes,1,2-3 years,Abandoned,Collapsed due to rainfall,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/16/2020,Peri Urban,-13.7947648,34.4721332,TA Maganga,Salima,"Flush/Pour flush toilet, Pit Latrine with Slab, Pit Latrine without slab/Open pit, Ventilated Improved pit (VIP) Latrine",No,NA,https://api.mwater.co/v3/images/a696f3431407496798a583e56ca74d0e,Less than 10 meters,"We bought bricks, cement, quarry, sand and metal bars, a hired builder was hored to build the latrine",NA,NA,NA,NA,Yes,Yes,Bricks,Ashes,NA,Not Applicable,NA,Somewhat difficult,150000,MK,3,Weeks,"We already have tissue papers in the latrine, so i jst go qnd use it, after that i wash hands",Very safe,Yes,Yes,"Concrete Slab, Toilet Seat",NA,Seat,Sitting,Yes,Yes,NA,NA,No,No,Yes,3 (satisfied),No,NA,"If all goes well, i would like to have a water closet latrine with a flushing system",Yes,15,Piped into yard/plot,No,"Its a cement lined pit, with a slab and bri walls but no roof",Dry,NA,1 to 5 people,7/12/2006,28,Years,No,Other,None,"Sweeping, Mopping",Soap and water,Daily,Owner of the house,NA,"Less than MK 1,000",No,Structurally stable,No,No,NA,NA,Not Applicable,NA,No,Not Applicable,NA,NA,NA
10/16/2020,Peri Urban,-13.7947425,34.4723336,TA Maganga,Salima,"Pit Latrine with Slab, Pit Latrine without slab/Open pit, Flush/Pour flush toilet",Dont know,NA,https://api.mwater.co/v3/images/5df585a4df58460ebd9a7bfdc3dd1484,Less than 10 meters,"We hired a builder to help me with the construction, i bought bamboo for the roof, strings, metal bars for covering the pit",NA,NA,NA,NA,Yes,No,NA,Ashes,NA,Not Applicable,NA,Somewhat difficult,30000,MK,2,Months,"I get a tissue paper or old newspaper for wiping then i use the latrine, after that i wash hands with water and soap",Reasonably safe,No,Yes,Other,Cleanliness,Squat,Squatting,Yes,No,Yes,We use torch from the house,No,No,Yes,1 (not satisfied),Yes,NA,Would want a cement lined latrine with slab and cemented floor for easy cleaning,Yes,25,Borehole or tubewell,No,"The latrine is 3 metres deep, covered with metal bars and walled with burnt bricks then thatched with grass and plast paper",Dry,NA,6 to 10 people,7/1/2018,5,Years,No,"Roof maintenance, Floor maintenance",NA,Sweeping,None,Daily,Owner of the house,NA,"MK 1,000 - 5,000",Yes,Structurally stable,No,Yes,3,1-2 years,Abandoned,Collapsed due to rainfall,No,Lack of money to pay service provider,NA,NA,NA
